web-scraper-order,web-scraper-start-url,PokeID,Name,Total,HitPts,PhysAtk,PhysDef,SpecAtk,SpecDef,Speed
"1707414551-550","https://pokemondb.net/pokedex/all","0448","Lucario
 Mega Lucario","625","70","145","88","140","70","112"
"1707414551-551","https://pokemondb.net/pokedex/all","0449","Hippopotas","330","68","72","78","38","42","32"
"1707414551-552","https://pokemondb.net/pokedex/all","0450","Hippowdon","525","108","112","118","68","72","47"
"1707414551-553","https://pokemondb.net/pokedex/all","0451","Skorupi","330","40","50","90","30","55","65"
"1707414551-554","https://pokemondb.net/pokedex/all","0452","Drapion","500","70","90","110","60","75","95"
"1707414551-555","https://pokemondb.net/pokedex/all","0453","Croagunk","300","48","61","40","61","40","50"
"1707414551-556","https://pokemondb.net/pokedex/all","0454","Toxicroak","490","83","106","65","86","65","85"
"1707414551-557","https://pokemondb.net/pokedex/all","0455","Carnivine","454","74","100","72","90","72","46"
"1707414551-558","https://pokemondb.net/pokedex/all","0456","Finneon","330","49","49","56","49","61","66"
"1707414551-559","https://pokemondb.net/pokedex/all","0457","Lumineon","460","69","69","76","69","86","91"
"1707414551-560","https://pokemondb.net/pokedex/all","0458","Mantyke","345","45","20","50","60","120","50"
"1707414551-561","https://pokemondb.net/pokedex/all","0459","Snover","334","60","62","50","62","60","40"
"1707414551-562","https://pokemondb.net/pokedex/all","0460","Abomasnow","494","90","92","75","92","85","60"
"1707414551-563","https://pokemondb.net/pokedex/all","0460","Abomasnow
 Mega Abomasnow","594","90","132","105","132","105","30"
"1707414551-564","https://pokemondb.net/pokedex/all","0461","Weavile","510","70","120","65","45","85","125"
"1707414551-565","https://pokemondb.net/pokedex/all","0462","Magnezone","535","70","70","115","130","90","60"
"1707414551-566","https://pokemondb.net/pokedex/all","0463","Lickilicky","515","110","85","95","80","95","50"
"1707414551-567","https://pokemondb.net/pokedex/all","0464","Rhyperior","535","115","140","130","55","55","40"
"1707414551-568","https://pokemondb.net/pokedex/all","0465","Tangrowth","535","100","100","125","110","50","50"
"1707414551-569","https://pokemondb.net/pokedex/all","0466","Electivire","540","75","123","67","95","85","95"
"1707414551-570","https://pokemondb.net/pokedex/all","0467","Magmortar","540","75","95","67","125","95","83"
"1707414551-571","https://pokemondb.net/pokedex/all","0468","Togekiss","545","85","50","95","120","115","80"
"1707414551-572","https://pokemondb.net/pokedex/all","0469","Yanmega","515","86","76","86","116","56","95"
"1707414551-573","https://pokemondb.net/pokedex/all","0470","Leafeon","525","65","110","130","60","65","95"
"1707414551-574","https://pokemondb.net/pokedex/all","0471","Glaceon","525","65","60","110","130","95","65"
"1707414551-575","https://pokemondb.net/pokedex/all","0472","Gliscor","510","75","95","125","45","75","95"
"1707414551-576","https://pokemondb.net/pokedex/all","0473","Mamoswine","530","110","130","80","70","60","80"
"1707414551-577","https://pokemondb.net/pokedex/all","0474","Porygon-Z","535","85","80","70","135","75","90"
"1707414551-578","https://pokemondb.net/pokedex/all","0475","Gallade","518","68","125","65","65","115","80"
"1707414551-579","https://pokemondb.net/pokedex/all","0475","Gallade
 Mega Gallade","618","68","165","95","65","115","110"
"1707414551-580","https://pokemondb.net/pokedex/all","0476","Probopass","525","60","55","145","75","150","40"
"1707414551-581","https://pokemondb.net/pokedex/all","0477","Dusknoir","525","45","100","135","65","135","45"
"1707414551-582","https://pokemondb.net/pokedex/all","0478","Froslass","480","70","80","70","80","70","110"
"1707414551-583","https://pokemondb.net/pokedex/all","0479","Rotom","440","50","50","77","95","77","91"
"1707414551-584","https://pokemondb.net/pokedex/all","0479","Rotom
 Heat Rotom","520","50","65","107","105","107","86"
"1707414551-585","https://pokemondb.net/pokedex/all","0479","Rotom
 Wash Rotom","520","50","65","107","105","107","86"
"1707414551-586","https://pokemondb.net/pokedex/all","0479","Rotom
 Frost Rotom","520","50","65","107","105","107","86"
"1707414551-587","https://pokemondb.net/pokedex/all","0479","Rotom
 Fan Rotom","520","50","65","107","105","107","86"
"1707414551-588","https://pokemondb.net/pokedex/all","0479","Rotom
 Mow Rotom","520","50","65","107","105","107","86"
"1707414551-589","https://pokemondb.net/pokedex/all","0480","Uxie","580","75","75","130","75","130","95"
"1707414551-590","https://pokemondb.net/pokedex/all","0481","Mesprit","580","80","105","105","105","105","80"
"1707414551-591","https://pokemondb.net/pokedex/all","0482","Azelf","580","75","125","70","125","70","115"
"1707414551-592","https://pokemondb.net/pokedex/all","0483","Dialga","680","100","120","120","150","100","90"
"1707414551-593","https://pokemondb.net/pokedex/all","0483","Dialga
 Origin Forme","680","100","100","120","150","120","90"
"1707414551-594","https://pokemondb.net/pokedex/all","0484","Palkia","680","90","120","100","150","120","100"
"1707414551-595","https://pokemondb.net/pokedex/all","0484","Palkia
 Origin Forme","680","90","100","100","150","120","120"
"1707414551-596","https://pokemondb.net/pokedex/all","0485","Heatran","600","91","90","106","130","106","77"
"1707414551-597","https://pokemondb.net/pokedex/all","0486","Regigigas","670","110","160","110","80","110","100"
"1707414551-598","https://pokemondb.net/pokedex/all","0487","Giratina
 Altered Forme","680","150","100","120","100","120","90"
"1707414551-599","https://pokemondb.net/pokedex/all","0487","Giratina
 Origin Forme","680","150","120","100","120","100","90"
"1707414551-600","https://pokemondb.net/pokedex/all","0488","Cresselia","580","120","70","110","75","120","85"
"1707414551-601","https://pokemondb.net/pokedex/all","0489","Phione","480","80","80","80","80","80","80"
"1707414551-602","https://pokemondb.net/pokedex/all","0490","Manaphy","600","100","100","100","100","100","100"
"1707414551-603","https://pokemondb.net/pokedex/all","0491","Darkrai","600","70","90","90","135","90","125"
"1707414551-604","https://pokemondb.net/pokedex/all","0492","Shaymin
 Land Forme","600","100","100","100","100","100","100"
"1707414551-605","https://pokemondb.net/pokedex/all","0492","Shaymin
 Sky Forme","600","100","103","75","120","75","127"
"1707414551-606","https://pokemondb.net/pokedex/all","0493","Arceus","720","120","120","120","120","120","120"
"1707414551-607","https://pokemondb.net/pokedex/all","0494","Victini","600","100","100","100","100","100","100"
"1707414551-608","https://pokemondb.net/pokedex/all","0495","Snivy","308","45","45","55","45","55","63"
"1707414551-609","https://pokemondb.net/pokedex/all","0496","Servine","413","60","60","75","60","75","83"
"1707414551-610","https://pokemondb.net/pokedex/all","0497","Serperior","528","75","75","95","75","95","113"
"1707414551-611","https://pokemondb.net/pokedex/all","0498","Tepig","308","65","63","45","45","45","45"
"1707414551-612","https://pokemondb.net/pokedex/all","0499","Pignite","418","90","93","55","70","55","55"
"1707414551-613","https://pokemondb.net/pokedex/all","0500","Emboar","528","110","123","65","100","65","65"
"1707414551-614","https://pokemondb.net/pokedex/all","0501","Oshawott","308","55","55","45","63","45","45"
"1707414551-615","https://pokemondb.net/pokedex/all","0502","Dewott","413","75","75","60","83","60","60"
"1707414551-616","https://pokemondb.net/pokedex/all","0503","Samurott","528","95","100","85","108","70","70"
"1707414551-617","https://pokemondb.net/pokedex/all","0503","Samurott
 Hisuian Samurott","528","90","108","80","100","65","85"
"1707414551-618","https://pokemondb.net/pokedex/all","0504","Patrat","255","45","55","39","35","39","42"
"1707414551-619","https://pokemondb.net/pokedex/all","0505","Watchog","420","60","85","69","60","69","77"
"1707414551-620","https://pokemondb.net/pokedex/all","0506","Lillipup","275","45","60","45","25","45","55"
"1707414551-621","https://pokemondb.net/pokedex/all","0507","Herdier","370","65","80","65","35","65","60"
"1707414551-622","https://pokemondb.net/pokedex/all","0508","Stoutland","500","85","110","90","45","90","80"
"1707414551-623","https://pokemondb.net/pokedex/all","0509","Purrloin","281","41","50","37","50","37","66"
"1707414551-624","https://pokemondb.net/pokedex/all","0510","Liepard","446","64","88","50","88","50","106"
"1707414551-625","https://pokemondb.net/pokedex/all","0511","Pansage","316","50","53","48","53","48","64"
"1707414551-626","https://pokemondb.net/pokedex/all","0512","Simisage","498","75","98","63","98","63","101"
"1707414551-627","https://pokemondb.net/pokedex/all","0513","Pansear","316","50","53","48","53","48","64"
"1707414551-628","https://pokemondb.net/pokedex/all","0514","Simisear","498","75","98","63","98","63","101"
"1707414551-629","https://pokemondb.net/pokedex/all","0515","Panpour","316","50","53","48","53","48","64"
"1707414551-630","https://pokemondb.net/pokedex/all","0516","Simipour","498","75","98","63","98","63","101"
"1707414551-631","https://pokemondb.net/pokedex/all","0517","Munna","292","76","25","45","67","55","24"
"1707414551-632","https://pokemondb.net/pokedex/all","0518","Musharna","487","116","55","85","107","95","29"
"1707414551-633","https://pokemondb.net/pokedex/all","0519","Pidove","264","50","55","50","36","30","43"
"1707414551-634","https://pokemondb.net/pokedex/all","0520","Tranquill","358","62","77","62","50","42","65"
"1707414551-635","https://pokemondb.net/pokedex/all","0521","Unfezant","488","80","115","80","65","55","93"
"1707414551-636","https://pokemondb.net/pokedex/all","0522","Blitzle","295","45","60","32","50","32","76"
"1707414551-637","https://pokemondb.net/pokedex/all","0523","Zebstrika","497","75","100","63","80","63","116"
"1707414551-638","https://pokemondb.net/pokedex/all","0524","Roggenrola","280","55","75","85","25","25","15"
"1707414551-639","https://pokemondb.net/pokedex/all","0525","Boldore","390","70","105","105","50","40","20"
"1707414551-640","https://pokemondb.net/pokedex/all","0526","Gigalith","515","85","135","130","60","80","25"
"1707414551-641","https://pokemondb.net/pokedex/all","0527","Woobat","323","65","45","43","55","43","72"
"1707414551-642","https://pokemondb.net/pokedex/all","0528","Swoobat","425","67","57","55","77","55","114"
"1707414551-643","https://pokemondb.net/pokedex/all","0529","Drilbur","328","60","85","40","30","45","68"
"1707414551-644","https://pokemondb.net/pokedex/all","0530","Excadrill","508","110","135","60","50","65","88"
"1707414551-645","https://pokemondb.net/pokedex/all","0531","Audino","445","103","60","86","60","86","50"
"1707414551-646","https://pokemondb.net/pokedex/all","0531","Audino
 Mega Audino","545","103","60","126","80","126","50"
"1707414551-647","https://pokemondb.net/pokedex/all","0532","Timburr","305","75","80","55","25","35","35"
"1707414551-648","https://pokemondb.net/pokedex/all","0533","Gurdurr","405","85","105","85","40","50","40"
"1707414551-649","https://pokemondb.net/pokedex/all","0534","Conkeldurr","505","105","140","95","55","65","45"
"1707414551-650","https://pokemondb.net/pokedex/all","0535","Tympole","294","50","50","40","50","40","64"
"1707414551-651","https://pokemondb.net/pokedex/all","0536","Palpitoad","384","75","65","55","65","55","69"
"1707414551-652","https://pokemondb.net/pokedex/all","0537","Seismitoad","509","105","95","75","85","75","74"
"1707414551-653","https://pokemondb.net/pokedex/all","0538","Throh","465","120","100","85","30","85","45"
"1707414551-654","https://pokemondb.net/pokedex/all","0539","Sawk","465","75","125","75","30","75","85"
"1707414551-655","https://pokemondb.net/pokedex/all","0540","Sewaddle","310","45","53","70","40","60","42"
"1707414551-656","https://pokemondb.net/pokedex/all","0541","Swadloon","380","55","63","90","50","80","42"
"1707414551-657","https://pokemondb.net/pokedex/all","0542","Leavanny","500","75","103","80","70","80","92"
"1707414551-658","https://pokemondb.net/pokedex/all","0543","Venipede","260","30","45","59","30","39","57"
"1707414551-659","https://pokemondb.net/pokedex/all","0544","Whirlipede","360","40","55","99","40","79","47"
"1707414551-660","https://pokemondb.net/pokedex/all","0545","Scolipede","485","60","100","89","55","69","112"
"1707414551-661","https://pokemondb.net/pokedex/all","0546","Cottonee","280","40","27","60","37","50","66"
"1707414551-662","https://pokemondb.net/pokedex/all","0547","Whimsicott","480","60","67","85","77","75","116"
"1707414551-663","https://pokemondb.net/pokedex/all","0548","Petilil","280","45","35","50","70","50","30"
"1707414551-664","https://pokemondb.net/pokedex/all","0549","Lilligant","480","70","60","75","110","75","90"
"1707414551-665","https://pokemondb.net/pokedex/all","0549","Lilligant
 Hisuian Lilligant","480","70","105","75","50","75","105"
"1707414551-666","https://pokemondb.net/pokedex/all","0550","Basculin
 Red-Striped Form","460","70","92","65","80","55","98"
"1707414551-667","https://pokemondb.net/pokedex/all","0550","Basculin
 Blue-Striped Form","460","70","92","65","80","55","98"
"1707414551-668","https://pokemondb.net/pokedex/all","0550","Basculin
 White-Striped Form","460","70","92","65","80","55","98"
"1707414551-669","https://pokemondb.net/pokedex/all","0551","Sandile","292","50","72","35","35","35","65"
"1707414551-670","https://pokemondb.net/pokedex/all","0552","Krokorok","351","60","82","45","45","45","74"
"1707414551-671","https://pokemondb.net/pokedex/all","0553","Krookodile","519","95","117","80","65","70","92"
"1707414551-672","https://pokemondb.net/pokedex/all","0554","Darumaka","315","70","90","45","15","45","50"
"1707414551-673","https://pokemondb.net/pokedex/all","0554","Darumaka
 Galarian Darumaka","315","70","90","45","15","45","50"
"1707414551-674","https://pokemondb.net/pokedex/all","0555","Darmanitan
 Standard Mode","480","105","140","55","30","55","95"
"1707414551-675","https://pokemondb.net/pokedex/all","0555","Darmanitan
 Zen Mode","540","105","30","105","140","105","55"
"1707414551-676","https://pokemondb.net/pokedex/all","0555","Darmanitan
 Galarian Standard Mode","480","105","140","55","30","55","95"
"1707414551-677","https://pokemondb.net/pokedex/all","0555","Darmanitan
 Galarian Zen Mode","540","105","160","55","30","55","135"
"1707414551-678","https://pokemondb.net/pokedex/all","0556","Maractus","461","75","86","67","106","67","60"
"1707414551-679","https://pokemondb.net/pokedex/all","0557","Dwebble","325","50","65","85","35","35","55"
"1707414551-680","https://pokemondb.net/pokedex/all","0558","Crustle","485","70","105","125","65","75","45"
"1707414551-681","https://pokemondb.net/pokedex/all","0559","Scraggy","348","50","75","70","35","70","48"
"1707414551-682","https://pokemondb.net/pokedex/all","0560","Scrafty","488","65","90","115","45","115","58"
"1707414551-683","https://pokemondb.net/pokedex/all","0561","Sigilyph","490","72","58","80","103","80","97"
"1707414551-684","https://pokemondb.net/pokedex/all","0562","Yamask","303","38","30","85","55","65","30"
"1707414551-685","https://pokemondb.net/pokedex/all","0562","Yamask
 Galarian Yamask","303","38","55","85","30","65","30"
"1707414551-686","https://pokemondb.net/pokedex/all","0563","Cofagrigus","483","58","50","145","95","105","30"
"1707414551-687","https://pokemondb.net/pokedex/all","0564","Tirtouga","355","54","78","103","53","45","22"
"1707414551-688","https://pokemondb.net/pokedex/all","0565","Carracosta","495","74","108","133","83","65","32"
"1707414551-689","https://pokemondb.net/pokedex/all","0566","Archen","401","55","112","45","74","45","70"
"1707414551-690","https://pokemondb.net/pokedex/all","0567","Archeops","567","75","140","65","112","65","110"
"1707414551-691","https://pokemondb.net/pokedex/all","0568","Trubbish","329","50","50","62","40","62","65"
"1707414551-692","https://pokemondb.net/pokedex/all","0569","Garbodor","474","80","95","82","60","82","75"
"1707414551-693","https://pokemondb.net/pokedex/all","0570","Zorua","330","40","65","40","80","40","65"
"1707414551-694","https://pokemondb.net/pokedex/all","0570","Zorua
 Hisuian Zorua","330","35","60","40","85","40","70"
"1707414551-695","https://pokemondb.net/pokedex/all","0571","Zoroark","510","60","105","60","120","60","105"
"1707414551-696","https://pokemondb.net/pokedex/all","0571","Zoroark
 Hisuian Zoroark","510","55","100","60","125","60","110"
"1707414551-697","https://pokemondb.net/pokedex/all","0572","Minccino","300","55","50","40","40","40","75"
"1707414551-698","https://pokemondb.net/pokedex/all","0573","Cinccino","470","75","95","60","65","60","115"
"1707414551-699","https://pokemondb.net/pokedex/all","0574","Gothita","290","45","30","50","55","65","45"
"1707414551-700","https://pokemondb.net/pokedex/all","0575","Gothorita","390","60","45","70","75","85","55"
"1707414551-701","https://pokemondb.net/pokedex/all","0576","Gothitelle","490","70","55","95","95","110","65"
"1707414551-702","https://pokemondb.net/pokedex/all","0577","Solosis","290","45","30","40","105","50","20"
"1707414551-703","https://pokemondb.net/pokedex/all","0578","Duosion","370","65","40","50","125","60","30"
"1707414551-704","https://pokemondb.net/pokedex/all","0579","Reuniclus","490","110","65","75","125","85","30"
"1707414551-705","https://pokemondb.net/pokedex/all","0580","Ducklett","305","62","44","50","44","50","55"
"1707414551-706","https://pokemondb.net/pokedex/all","0581","Swanna","473","75","87","63","87","63","98"
"1707414551-707","https://pokemondb.net/pokedex/all","0582","Vanillite","305","36","50","50","65","60","44"
"1707414551-708","https://pokemondb.net/pokedex/all","0583","Vanillish","395","51","65","65","80","75","59"
"1707414551-709","https://pokemondb.net/pokedex/all","0584","Vanilluxe","535","71","95","85","110","95","79"
"1707414551-710","https://pokemondb.net/pokedex/all","0585","Deerling","335","60","60","50","40","50","75"
"1707414551-711","https://pokemondb.net/pokedex/all","0586","Sawsbuck","475","80","100","70","60","70","95"
"1707414551-712","https://pokemondb.net/pokedex/all","0587","Emolga","428","55","75","60","75","60","103"
"1707414551-713","https://pokemondb.net/pokedex/all","0588","Karrablast","315","50","75","45","40","45","60"
"1707414551-714","https://pokemondb.net/pokedex/all","0589","Escavalier","495","70","135","105","60","105","20"
"1707414551-715","https://pokemondb.net/pokedex/all","0590","Foongus","294","69","55","45","55","55","15"
"1707414551-716","https://pokemondb.net/pokedex/all","0591","Amoonguss","464","114","85","70","85","80","30"
"1707414551-717","https://pokemondb.net/pokedex/all","0592","Frillish","335","55","40","50","65","85","40"
"1707414551-718","https://pokemondb.net/pokedex/all","0593","Jellicent","480","100","60","70","85","105","60"
"1707414551-719","https://pokemondb.net/pokedex/all","0594","Alomomola","470","165","75","80","40","45","65"
"1707414551-720","https://pokemondb.net/pokedex/all","0595","Joltik","319","50","47","50","57","50","65"
"1707414551-721","https://pokemondb.net/pokedex/all","0596","Galvantula","472","70","77","60","97","60","108"
"1707414551-722","https://pokemondb.net/pokedex/all","0597","Ferroseed","305","44","50","91","24","86","10"
"1707414551-723","https://pokemondb.net/pokedex/all","0598","Ferrothorn","489","74","94","131","54","116","20"
"1707414551-724","https://pokemondb.net/pokedex/all","0599","Klink","300","40","55","70","45","60","30"
"1707414551-725","https://pokemondb.net/pokedex/all","0600","Klang","440","60","80","95","70","85","50"
"1707414551-726","https://pokemondb.net/pokedex/all","0601","Klinklang","520","60","100","115","70","85","90"
"1707414551-727","https://pokemondb.net/pokedex/all","0602","Tynamo","275","35","55","40","45","40","60"
"1707414551-728","https://pokemondb.net/pokedex/all","0603","Eelektrik","405","65","85","70","75","70","40"
"1707414551-729","https://pokemondb.net/pokedex/all","0604","Eelektross","515","85","115","80","105","80","50"
"1707414551-730","https://pokemondb.net/pokedex/all","0605","Elgyem","335","55","55","55","85","55","30"
"1707414551-731","https://pokemondb.net/pokedex/all","0606","Beheeyem","485","75","75","75","125","95","40"
"1707414551-732","https://pokemondb.net/pokedex/all","0607","Litwick","275","50","30","55","65","55","20"
"1707414551-733","https://pokemondb.net/pokedex/all","0608","Lampent","370","60","40","60","95","60","55"
"1707414551-734","https://pokemondb.net/pokedex/all","0609","Chandelure","520","60","55","90","145","90","80"
"1707414551-735","https://pokemondb.net/pokedex/all","0610","Axew","320","46","87","60","30","40","57"
"1707414551-736","https://pokemondb.net/pokedex/all","0611","Fraxure","410","66","117","70","40","50","67"
"1707414551-737","https://pokemondb.net/pokedex/all","0612","Haxorus","540","76","147","90","60","70","97"
"1707414551-738","https://pokemondb.net/pokedex/all","0613","Cubchoo","305","55","70","40","60","40","40"
"1707414551-739","https://pokemondb.net/pokedex/all","0614","Beartic","505","95","130","80","70","80","50"
"1707414551-740","https://pokemondb.net/pokedex/all","0615","Cryogonal","515","80","50","50","95","135","105"
"1707414551-741","https://pokemondb.net/pokedex/all","0616","Shelmet","305","50","40","85","40","65","25"
"1707414551-742","https://pokemondb.net/pokedex/all","0617","Accelgor","495","80","70","40","100","60","145"
"1707414551-743","https://pokemondb.net/pokedex/all","0618","Stunfisk","471","109","66","84","81","99","32"
"1707414551-744","https://pokemondb.net/pokedex/all","0618","Stunfisk
 Galarian Stunfisk","471","109","81","99","66","84","32"
"1707414551-745","https://pokemondb.net/pokedex/all","0619","Mienfoo","350","45","85","50","55","50","65"
"1707414551-746","https://pokemondb.net/pokedex/all","0620","Mienshao","510","65","125","60","95","60","105"
"1707414551-747","https://pokemondb.net/pokedex/all","0621","Druddigon","485","77","120","90","60","90","48"
"1707414551-748","https://pokemondb.net/pokedex/all","0622","Golett","303","59","74","50","35","50","35"
"1707414551-749","https://pokemondb.net/pokedex/all","0623","Golurk","483","89","124","80","55","80","55"
"1707414551-750","https://pokemondb.net/pokedex/all","0624","Pawniard","340","45","85","70","40","40","60"
"1707414551-751","https://pokemondb.net/pokedex/all","0625","Bisharp","490","65","125","100","60","70","70"
"1707414551-752","https://pokemondb.net/pokedex/all","0626","Bouffalant","490","95","110","95","40","95","55"
"1707414551-753","https://pokemondb.net/pokedex/all","0627","Rufflet","350","70","83","50","37","50","60"
"1707414551-754","https://pokemondb.net/pokedex/all","0628","Braviary","510","100","123","75","57","75","80"
"1707414551-755","https://pokemondb.net/pokedex/all","0628","Braviary
 Hisuian Braviary","510","110","83","70","112","70","65"
"1707414551-756","https://pokemondb.net/pokedex/all","0629","Vullaby","370","70","55","75","45","65","60"
"1707414551-757","https://pokemondb.net/pokedex/all","0630","Mandibuzz","510","110","65","105","55","95","80"
"1707414551-758","https://pokemondb.net/pokedex/all","0631","Heatmor","484","85","97","66","105","66","65"
"1707414551-759","https://pokemondb.net/pokedex/all","0632","Durant","484","58","109","112","48","48","109"
"1707414551-760","https://pokemondb.net/pokedex/all","0633","Deino","300","52","65","50","45","50","38"
"1707414551-761","https://pokemondb.net/pokedex/all","0634","Zweilous","420","72","85","70","65","70","58"
"1707414551-762","https://pokemondb.net/pokedex/all","0635","Hydreigon","600","92","105","90","125","90","98"
"1707414551-763","https://pokemondb.net/pokedex/all","0636","Larvesta","360","55","85","55","50","55","60"
"1707414551-764","https://pokemondb.net/pokedex/all","0637","Volcarona","550","85","60","65","135","105","100"
"1707414551-765","https://pokemondb.net/pokedex/all","0638","Cobalion","580","91","90","129","90","72","108"
"1707414551-766","https://pokemondb.net/pokedex/all","0639","Terrakion","580","91","129","90","72","90","108"
"1707414551-767","https://pokemondb.net/pokedex/all","0640","Virizion","580","91","90","72","90","129","108"
"1707414551-768","https://pokemondb.net/pokedex/all","0641","Tornadus
 Incarnate Forme","580","79","115","70","125","80","111"
"1707414551-769","https://pokemondb.net/pokedex/all","0641","Tornadus
 Therian Forme","580","79","100","80","110","90","121"
"1707414551-770","https://pokemondb.net/pokedex/all","0642","Thundurus
 Incarnate Forme","580","79","115","70","125","80","111"
"1707414551-771","https://pokemondb.net/pokedex/all","0642","Thundurus
 Therian Forme","580","79","105","70","145","80","101"
"1707414551-772","https://pokemondb.net/pokedex/all","0643","Reshiram","680","100","120","100","150","120","90"
"1707414551-773","https://pokemondb.net/pokedex/all","0644","Zekrom","680","100","150","120","120","100","90"
"1707414551-774","https://pokemondb.net/pokedex/all","0645","Landorus
 Incarnate Forme","600","89","125","90","115","80","101"
"1707414551-775","https://pokemondb.net/pokedex/all","0645","Landorus
 Therian Forme","600","89","145","90","105","80","91"
"1707414551-776","https://pokemondb.net/pokedex/all","0646","Kyurem","660","125","130","90","130","90","95"
"1707414551-777","https://pokemondb.net/pokedex/all","0646","Kyurem
 White Kyurem","700","125","120","90","170","100","95"
"1707414551-778","https://pokemondb.net/pokedex/all","0646","Kyurem
 Black Kyurem","700","125","170","100","120","90","95"
"1707414551-779","https://pokemondb.net/pokedex/all","0647","Keldeo
 Ordinary Form","580","91","72","90","129","90","108"
"1707414551-780","https://pokemondb.net/pokedex/all","0647","Keldeo
 Resolute Form","580","91","72","90","129","90","108"
"1707414551-781","https://pokemondb.net/pokedex/all","0648","Meloetta
 Aria Forme","600","100","77","77","128","128","90"
"1707414551-782","https://pokemondb.net/pokedex/all","0648","Meloetta
 Pirouette Forme","600","100","128","90","77","77","128"
"1707414551-783","https://pokemondb.net/pokedex/all","0649","Genesect","600","71","120","95","120","95","99"
"1707414551-784","https://pokemondb.net/pokedex/all","0650","Chespin","313","56","61","65","48","45","38"
"1707414551-785","https://pokemondb.net/pokedex/all","0651","Quilladin","405","61","78","95","56","58","57"
"1707414551-786","https://pokemondb.net/pokedex/all","0652","Chesnaught","530","88","107","122","74","75","64"
"1707414551-787","https://pokemondb.net/pokedex/all","0653","Fennekin","307","40","45","40","62","60","60"
"1707414551-788","https://pokemondb.net/pokedex/all","0654","Braixen","409","59","59","58","90","70","73"
"1707414551-789","https://pokemondb.net/pokedex/all","0655","Delphox","534","75","69","72","114","100","104"
"1707414551-790","https://pokemondb.net/pokedex/all","0656","Froakie","314","41","56","40","62","44","71"
"1707414551-791","https://pokemondb.net/pokedex/all","0657","Frogadier","405","54","63","52","83","56","97"
"1707414551-792","https://pokemondb.net/pokedex/all","0658","Greninja","530","72","95","67","103","71","122"
"1707414551-793","https://pokemondb.net/pokedex/all","0658","Greninja
 Ash-Greninja","640","72","145","67","153","71","132"
"1707414551-794","https://pokemondb.net/pokedex/all","0659","Bunnelby","237","38","36","38","32","36","57"
"1707414551-795","https://pokemondb.net/pokedex/all","0660","Diggersby","423","85","56","77","50","77","78"
"1707414551-796","https://pokemondb.net/pokedex/all","0661","Fletchling","278","45","50","43","40","38","62"
"1707414551-797","https://pokemondb.net/pokedex/all","0662","Fletchinder","382","62","73","55","56","52","84"
"1707414551-798","https://pokemondb.net/pokedex/all","0663","Talonflame","499","78","81","71","74","69","126"
"1707414551-799","https://pokemondb.net/pokedex/all","0664","Scatterbug","200","38","35","40","27","25","35"
"1707414551-800","https://pokemondb.net/pokedex/all","0665","Spewpa","213","45","22","60","27","30","29"
"1707414551-801","https://pokemondb.net/pokedex/all","0666","Vivillon","411","80","52","50","90","50","89"
"1707414551-802","https://pokemondb.net/pokedex/all","0667","Litleo","369","62","50","58","73","54","72"
"1707414551-803","https://pokemondb.net/pokedex/all","0668","Pyroar","507","86","68","72","109","66","106"
"1707414551-804","https://pokemondb.net/pokedex/all","0669","Flabébé","303","44","38","39","61","79","42"
"1707414551-805","https://pokemondb.net/pokedex/all","0670","Floette","371","54","45","47","75","98","52"
"1707414551-806","https://pokemondb.net/pokedex/all","0671","Florges","552","78","65","68","112","154","75"
"1707414551-807","https://pokemondb.net/pokedex/all","0672","Skiddo","350","66","65","48","62","57","52"
"1707414551-808","https://pokemondb.net/pokedex/all","0673","Gogoat","531","123","100","62","97","81","68"
"1707414551-809","https://pokemondb.net/pokedex/all","0674","Pancham","348","67","82","62","46","48","43"
"1707414551-810","https://pokemondb.net/pokedex/all","0675","Pangoro","495","95","124","78","69","71","58"
"1707414551-811","https://pokemondb.net/pokedex/all","0676","Furfrou","472","75","80","60","65","90","102"
"1707414551-812","https://pokemondb.net/pokedex/all","0677","Espurr","355","62","48","54","63","60","68"
"1707414551-813","https://pokemondb.net/pokedex/all","0678","Meowstic
 Male","466","74","48","76","83","81","104"
"1707414551-814","https://pokemondb.net/pokedex/all","0678","Meowstic
 Female","466","74","48","76","83","81","104"
"1707414551-815","https://pokemondb.net/pokedex/all","0679","Honedge","325","45","80","100","35","37","28"
"1707414551-816","https://pokemondb.net/pokedex/all","0680","Doublade","448","59","110","150","45","49","35"
"1707414551-817","https://pokemondb.net/pokedex/all","0681","Aegislash
 Shield Forme","500","60","50","140","50","140","60"
"1707414551-818","https://pokemondb.net/pokedex/all","0681","Aegislash
 Blade Forme","500","60","140","50","140","50","60"
"1707414551-819","https://pokemondb.net/pokedex/all","0682","Spritzee","341","78","52","60","63","65","23"
"1707414551-820","https://pokemondb.net/pokedex/all","0683","Aromatisse","462","101","72","72","99","89","29"
"1707414551-821","https://pokemondb.net/pokedex/all","0684","Swirlix","341","62","48","66","59","57","49"
"1707414551-822","https://pokemondb.net/pokedex/all","0685","Slurpuff","480","82","80","86","85","75","72"
"1707414551-823","https://pokemondb.net/pokedex/all","0686","Inkay","288","53","54","53","37","46","45"
"1707414551-824","https://pokemondb.net/pokedex/all","0687","Malamar","482","86","92","88","68","75","73"
"1707414551-825","https://pokemondb.net/pokedex/all","0688","Binacle","306","42","52","67","39","56","50"
"1707414551-826","https://pokemondb.net/pokedex/all","0689","Barbaracle","500","72","105","115","54","86","68"
