"Pokemon","Move","Type","Power","Acc","Lvl","HM","TM","Method"
"Dodrio","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Dodrio","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Dodrio","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Dodrio","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Dodrio","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Dodrio","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Dodrio","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Dodrio","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Dodrio","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Dodrio","Sky Attack","Flying","140","90",NA,NA,43,"Technical Machine"
"Dodrio","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Dodrio","Tri Attack","Normal","80","100",NA,NA,49,"Technical Machine"
"Dodrio","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Seel","Headbutt","Normal","70","100",1,NA,NA,"Level up"
"Seel","Growl","Normal","—","100",30,NA,NA,"Level up"
"Seel","Aurora Beam","Ice","65","100",35,NA,NA,"Level up"
"Seel","Rest","Psychic","—","—",40,NA,NA,"Level up"
"Seel","Take Down","Normal","90","85",45,NA,NA,"Level up"
"Seel","Ice Beam","Ice","95","100",50,NA,NA,"Level up"
"Seel","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Seel","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Seel","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Seel","Horn Drill","Normal","—","30",NA,NA,7,"Technical Machine"
"Seel","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Seel","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Seel","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Seel","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Seel","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Seel","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Seel","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Seel","Pay Day","Normal","40","100",NA,NA,16,"Technical Machine"
"Seel","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Seel","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Seel","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Seel","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Seel","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Seel","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Seel","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Dewgong","Aurora Beam","Ice","65","100",1,NA,NA,"Level up"
"Dewgong","Growl","Normal","—","100",1,NA,NA,"Level up"
"Dewgong","Headbutt","Normal","70","100",1,NA,NA,"Level up"
"Dewgong","Growl","Normal","—","100",30,NA,NA,"Level up"
"Dewgong","Aurora Beam","Ice","65","100",35,NA,NA,"Level up"
"Dewgong","Rest","Psychic","—","—",44,NA,NA,"Level up"
"Dewgong","Take Down","Normal","90","85",50,NA,NA,"Level up"
"Dewgong","Ice Beam","Ice","95","100",56,NA,NA,"Level up"
"Dewgong","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Dewgong","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Dewgong","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Dewgong","Horn Drill","Normal","—","30",NA,NA,7,"Technical Machine"
"Dewgong","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Dewgong","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Dewgong","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Dewgong","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Dewgong","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Dewgong","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Dewgong","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Dewgong","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Dewgong","Pay Day","Normal","40","100",NA,NA,16,"Technical Machine"
"Dewgong","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Dewgong","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Dewgong","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Dewgong","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Dewgong","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Dewgong","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Dewgong","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Grimer","Disable","Normal","—","55",1,NA,NA,"Level up"
"Grimer","Pound","Normal","40","100",1,NA,NA,"Level up"
"Grimer","Poison Gas","Poison","—","55",30,NA,NA,"Level up"
"Grimer","Minimize","Normal","—","—",33,NA,NA,"Level up"
"Grimer","Sludge","Poison","65","100",37,NA,NA,"Level up"
"Grimer","Harden","Normal","—","—",42,NA,NA,"Level up"
"Grimer","Screech","Normal","—","85",48,NA,NA,"Level up"
"Grimer","Acid Armor","Poison","—","—",55,NA,NA,"Level up"
"Grimer","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Grimer","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Grimer","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Grimer","Mega Drain","Grass","40","100",NA,NA,21,"Technical Machine"
"Grimer","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Grimer","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Grimer","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Grimer","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Grimer","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Grimer","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Grimer","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Grimer","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Grimer","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Grimer","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Muk","Disable","Normal","—","55",1,NA,NA,"Level up"
"Muk","Poison Gas","Poison","—","55",1,NA,NA,"Level up"
"Muk","Pound","Normal","40","100",1,NA,NA,"Level up"
"Muk","Poison Gas","Poison","—","55",30,NA,NA,"Level up"
"Muk","Minimize","Normal","—","—",33,NA,NA,"Level up"
"Muk","Sludge","Poison","65","100",37,NA,NA,"Level up"
"Muk","Harden","Normal","—","—",45,NA,NA,"Level up"
"Muk","Screech","Normal","—","85",53,NA,NA,"Level up"
"Muk","Acid Armor","Poison","—","—",60,NA,NA,"Level up"
"Muk","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Muk","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Muk","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Muk","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Muk","Mega Drain","Grass","40","100",NA,NA,21,"Technical Machine"
"Muk","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Muk","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Muk","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Muk","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Muk","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Muk","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Muk","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Muk","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Muk","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Muk","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Shellder","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Shellder","Withdraw","Water","—","—",1,NA,NA,"Level up"
"Shellder","Supersonic","Normal","—","55",18,NA,NA,"Level up"
"Shellder","Clamp","Water","35","75",23,NA,NA,"Level up"
"Shellder","Aurora Beam","Ice","65","100",30,NA,NA,"Level up"
"Shellder","Leer","Normal","—","100",39,NA,NA,"Level up"
"Shellder","Ice Beam","Ice","95","100",50,NA,NA,"Level up"
"Shellder","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Shellder","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Shellder","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Shellder","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Shellder","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Shellder","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Shellder","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Shellder","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Shellder","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Shellder","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Shellder","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Shellder","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Shellder","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Shellder","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Shellder","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Shellder","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Shellder","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Shellder","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Shellder","Tri Attack","Normal","80","100",NA,NA,49,"Technical Machine"
"Shellder","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Cloyster","Aurora Beam","Ice","65","100",1,NA,NA,"Level up"
"Cloyster","Clamp","Water","35","75",1,NA,NA,"Level up"
"Cloyster","Supersonic","Normal","—","55",1,NA,NA,"Level up"
"Cloyster","Withdraw","Water","—","—",1,NA,NA,"Level up"
"Cloyster","Spike Cannon","Normal","20","100",50,NA,NA,"Level up"
"Cloyster","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Cloyster","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Cloyster","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Cloyster","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Cloyster","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Cloyster","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Cloyster","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Cloyster","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Cloyster","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Cloyster","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Cloyster","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Cloyster","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Cloyster","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Cloyster","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Cloyster","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Cloyster","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Cloyster","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Cloyster","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Cloyster","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Cloyster","Tri Attack","Normal","80","100",NA,NA,49,"Technical Machine"
"Cloyster","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Gastly","Confuse Ray","Ghost","—","100",1,NA,NA,"Level up"
"Gastly","Lick","Ghost","20","100",1,NA,NA,"Level up"
"Gastly","Night Shade","Ghost","—","100",1,NA,NA,"Level up"
"Gastly","Hypnosis","Psychic","—","60",27,NA,NA,"Level up"
"Gastly","Dream Eater","Psychic","100","100",35,NA,NA,"Level up"
"Gastly","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Gastly","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Gastly","Mega Drain","Grass","40","100",NA,NA,21,"Technical Machine"
"Gastly","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Gastly","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Gastly","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Gastly","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Gastly","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Gastly","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Gastly","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Gastly","Dream Eater","Psychic","100","100",NA,NA,42,"Technical Machine"
"Gastly","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Gastly","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Gastly","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Gastly","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Haunter","Confuse Ray","Ghost","—","100",1,NA,NA,"Level up"
"Haunter","Lick","Ghost","20","100",1,NA,NA,"Level up"
"Haunter","Night Shade","Ghost","—","100",1,NA,NA,"Level up"
"Haunter","Hypnosis","Psychic","—","60",29,NA,NA,"Level up"
"Haunter","Dream Eater","Psychic","100","100",38,NA,NA,"Level up"
"Haunter","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Haunter","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Haunter","Mega Drain","Grass","40","100",NA,NA,21,"Technical Machine"
"Haunter","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Haunter","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Haunter","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Haunter","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Haunter","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Haunter","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Haunter","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Haunter","Dream Eater","Psychic","100","100",NA,NA,42,"Technical Machine"
"Haunter","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Haunter","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Haunter","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Haunter","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Gengar","Confuse Ray","Ghost","—","100",1,NA,NA,"Level up"
"Gengar","Lick","Ghost","20","100",1,NA,NA,"Level up"
"Gengar","Night Shade","Ghost","—","100",1,NA,NA,"Level up"
"Gengar","Hypnosis","Psychic","—","60",29,NA,NA,"Level up"
"Gengar","Dream Eater","Psychic","100","100",38,NA,NA,"Level up"
"Gengar","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Gengar","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Gengar","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Gengar","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Gengar","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Gengar","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Gengar","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Gengar","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Gengar","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Gengar","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Gengar","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Gengar","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Gengar","Mega Drain","Grass","40","100",NA,NA,21,"Technical Machine"
"Gengar","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Gengar","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Gengar","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Gengar","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Gengar","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Gengar","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Gengar","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Gengar","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Gengar","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Gengar","Dream Eater","Psychic","100","100",NA,NA,42,"Technical Machine"
"Gengar","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Gengar","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Gengar","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Gengar","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Onix","Screech","Normal","—","85",1,NA,NA,"Level up"
"Onix","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Onix","Bind","Normal","15","75",15,NA,NA,"Level up"
"Onix","Rock Throw","Rock","50","65",19,NA,NA,"Level up"
"Onix","Rage","Normal","20","100",25,NA,NA,"Level up"
"Onix","Slam","Normal","80","75",33,NA,NA,"Level up"
"Onix","Harden","Normal","—","—",43,NA,NA,"Level up"
"Onix","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Onix","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Onix","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Onix","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Onix","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Onix","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Onix","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Onix","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Onix","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Onix","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Onix","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Onix","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Onix","Selfdestruct","Normal","130","100",NA,NA,36,"Technical Machine"
"Onix","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Onix","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Onix","Explosion","Normal","170","100",NA,NA,47,"Technical Machine"
"Onix","Rock Slide","Rock","75","90",NA,NA,48,"Technical Machine"
"Onix","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Drowzee","Hypnosis","Psychic","—","60",1,NA,NA,"Level up"
"Drowzee","Pound","Normal","40","100",1,NA,NA,"Level up"
"Drowzee","Disable","Normal","—","55",12,NA,NA,"Level up"
"Drowzee","Confusion","Psychic","50","100",17,NA,NA,"Level up"
"Drowzee","Headbutt","Normal","70","100",24,NA,NA,"Level up"
"Drowzee","Poison Gas","Poison","—","55",29,NA,NA,"Level up"
"Drowzee","Psychic","Psychic","90","100",32,NA,NA,"Level up"
"Drowzee","Meditate","Psychic","—","—",37,NA,NA,"Level up"
"Drowzee","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Drowzee","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Drowzee","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Drowzee","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Drowzee","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Drowzee","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Drowzee","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Drowzee","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Drowzee","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Drowzee","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Drowzee","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Drowzee","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Drowzee","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Drowzee","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Drowzee","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Drowzee","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Drowzee","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Drowzee","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Drowzee","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Drowzee","Dream Eater","Psychic","100","100",NA,NA,42,"Technical Machine"
"Drowzee","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Drowzee","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Drowzee","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Drowzee","Tri Attack","Normal","80","100",NA,NA,49,"Technical Machine"
"Drowzee","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Hypno","Confusion","Psychic","50","100",1,NA,NA,"Level up"
"Hypno","Disable","Normal","—","55",1,NA,NA,"Level up"
"Hypno","Hypnosis","Psychic","—","60",1,NA,NA,"Level up"
"Hypno","Pound","Normal","40","100",1,NA,NA,"Level up"
"Hypno","Disable","Normal","—","55",12,NA,NA,"Level up"
"Hypno","Confusion","Psychic","50","100",17,NA,NA,"Level up"
"Hypno","Headbutt","Normal","70","100",24,NA,NA,"Level up"
"Hypno","Poison Gas","Poison","—","55",33,NA,NA,"Level up"
"Hypno","Psychic","Psychic","90","100",37,NA,NA,"Level up"
"Hypno","Meditate","Psychic","—","—",43,NA,NA,"Level up"
"Hypno","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Hypno","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Hypno","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Hypno","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Hypno","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Hypno","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Hypno","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Hypno","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Hypno","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Hypno","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Hypno","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Hypno","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Hypno","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Hypno","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Hypno","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Hypno","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Hypno","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Hypno","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Hypno","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Hypno","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Hypno","Dream Eater","Psychic","100","100",NA,NA,42,"Technical Machine"
"Hypno","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Hypno","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Hypno","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Hypno","Tri Attack","Normal","80","100",NA,NA,49,"Technical Machine"
"Hypno","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Krabby","Bubble","Water","20","100",1,NA,NA,"Level up"
"Krabby","Leer","Normal","—","100",1,NA,NA,"Level up"
"Krabby","ViceGrip","Normal","55","100",20,NA,NA,"Level up"
"Krabby","Guillotine","Normal","—","30",25,NA,NA,"Level up"
"Krabby","Stomp","Normal","65","100",30,NA,NA,"Level up"
"Krabby","Crabhammer","Water","90","85",35,NA,NA,"Level up"
"Krabby","Harden","Normal","—","—",40,NA,NA,"Level up"
"Krabby","Cut","Normal","50","95",NA,1,NA,"Hidden Machine"
"Krabby","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Krabby","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Krabby","Swords Dance","Normal","—","—",NA,NA,3,"Technical Machine"
"Krabby","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Krabby","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Krabby","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Krabby","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Krabby","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Krabby","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Krabby","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Krabby","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Krabby","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Krabby","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Krabby","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Krabby","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Krabby","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Krabby","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Kingler","Bubble","Water","20","100",1,NA,NA,"Level up"
"Kingler","Leer","Normal","—","100",1,NA,NA,"Level up"
"Kingler","ViceGrip","Normal","55","100",1,NA,NA,"Level up"
"Kingler","ViceGrip","Normal","55","100",20,NA,NA,"Level up"
"Kingler","Guillotine","Normal","—","30",25,NA,NA,"Level up"
"Kingler","Stomp","Normal","65","100",34,NA,NA,"Level up"
"Kingler","Crabhammer","Water","90","85",42,NA,NA,"Level up"
"Kingler","Harden","Normal","—","—",49,NA,NA,"Level up"
"Kingler","Cut","Normal","50","95",NA,1,NA,"Hidden Machine"
"Kingler","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Kingler","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Kingler","Swords Dance","Normal","—","—",NA,NA,3,"Technical Machine"
"Kingler","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Kingler","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Kingler","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Kingler","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Kingler","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Kingler","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Kingler","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Kingler","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Kingler","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Kingler","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Kingler","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Kingler","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Kingler","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Kingler","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Kingler","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Voltorb","Screech","Normal","—","85",1,NA,NA,"Level up"
"Voltorb","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Voltorb","SonicBoom","Normal","—","90",17,NA,NA,"Level up"
"Voltorb","Selfdestruct","Normal","130","100",22,NA,NA,"Level up"
